WP,City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
2784,LosAngeles,14-01-2015,,,34.38,33,82.71,,0.71,35.58,4.82,1.6,0.06,0.33,7948.96,112
2785,Mexico,12-09-2018,76.99,87.03,0.31,26.51,21.07,9.68,0.67,27.71,6.8,0.18,0.1,0.08,3464.96,115
2786,Chico,03-02-2015,,,6.29,23.71,6.24,,1.09,23.01,0.95,2.59,,4.66,3986.96,112
2787,Carlsbad,24-09-2015,47.91,,5.17,9.21,13.73,22.39,6.9,8.75,2.54,13.31,,25.06,1669.96,197
2788,Medellin,20-03-2019,132.15,163.65,35.81,23.03,36.14,25.39,1.04,15.56,30.62,,,0.19,15550.96,277
2789,Camden,15-07-2017,111.08,,17.37,4.64,1.47,33.4,0.37,,21.95,5.63,,0.04,8329.96,253
2790,Modesto,21-03-2017,48.14,142.92,9.84,57.84,7.39,33.3,0.32,32.29,22.95,6.1,,2.62,2123.96,130
2791,Angol,14-04-2019,63.12,146.25,8.71,37.47,23.96,27.6,0.89,46.47,12.51,2.79,,0.62,7552.96,143
2792,Padrelascasas,14-08-2019,27.25,109.96,7.9,14.81,11.87,8.53,1.06,14.82,9.88,,,3.95,7092.96,114
2793,Logan,24-03-2020,55.36,103.86,1.6,57.13,29.42,10.9,0.74,47.34,23.42,9.68,0.49,3.69,9427.96,110
2794,Bakersfield,18-10-2015,,,,,84.5,,0,,,0,0,0,10554.96,112
2795,Shreveport,08-09-2018,94.41,,34.08,112.81,36.89,,84.9,26.42,116.85,89.24,5.98,10.79,9059.96,817.7
2796,Edinburg,03-09-2017,183.91,,60.53,32.81,83.16,,0.97,17.08,2.86,0.75,0.45,0.15,15033.96,391
2797,Chico,29-11-2018,246.5,,59.82,57.56,98.28,31.94,1.59,14.65,8.69,5.65,,2.43,12916.96,377
2798,Bakersfield,11-07-2015,,,,,86.77,,0,,,0,0,0,882.96,112
2799,Visalia,17-03-2018,69.86,130.88,8.12,44.63,42.38,27.59,0.43,25.84,3.87,6.67,,3.56,10795.96,125
2800,Carlsbad,26-05-2019,26.32,49.8,5.65,18.3,22.05,,1.37,26.44,3.61,0.83,,3.57,15192.96,71
2801,Mexico,26-08-2019,35.84,63.41,3.68,12.05,8.22,2.25,0.65,36.39,14.28,4.09,0.16,0.65,19179.96,77
2802,Logan,23-01-2020,48.5,109.27,6.28,40.07,28.51,18.94,0.66,37.25,14.41,10.03,4.79,8.19,8207.96,117
2803,Coyhaique,25-11-2019,52.69,112.5,6.5,11.03,15.93,6.44,1.14,39.49,4.73,,,,5607.96,115
2804,Nevada,25-06-2019,22.96,102.5,3.8,9.09,20,10.28,0.68,25.81,17,,,1.9,3518.96,129
2805,Modesto,15-06-2017,134.68,119.85,10.91,19.59,17.99,31.33,0.4,45.18,,0,,0.69,3993.96,152
2806,Chico,07-07-2015,54.61,,3.28,12.6,9.81,20.95,2.33,47.52,5.12,13.16,,25.43,2440.96,108
2807,Carlsbad,24-08-2017,31.34,59.83,7.97,22.54,0,16.19,0.61,10.34,3.43,1.78,,1.79,19764.96,55
2808,Sandiago,10-08-2019,42.5,90.2,4.48,10.27,14.14,26.5,0.97,20.93,8.27,0.01,,0.1,19240.96,114
2809,Sandiago,27-06-2018,95.71,,8.34,8.8,12.36,,0.6,36.24,5.79,3.71,,1.67,14209.96,244
2810,Angol,20-10-2018,76.12,137.62,8.71,52.77,50.54,49.01,1.25,23.58,10.9,5.44,,3.78,8403.96,262
2811,Sandiago,24-08-2018,20.73,53.08,12.97,19.1,27.86,13.57,0.99,18.27,7.36,0,,0.19,2529.96,64
2812,Shreveport,25-08-2015,53.51,,10.67,18.41,29.97,,10.66,33.22,24.65,0.6,7.71,2.52,1094.96,228
2813,Shreveport,26-07-2016,40.64,,43.79,25.08,62.6,,8.05,10.65,24.23,31.17,2.53,2.75,11672.96,457
2814,Camden,03-10-2016,71.41,,7.74,9.43,,,0,10.03,3.08,2.8,,0.03,1552.96,112
2815,NewYork,26-05-2019,31.75,116.98,11.43,25.72,,,0,18.23,5.19,2.56,1.63,1.61,2002.96,103
2816,Chico,25-04-2017,38.66,,10.96,42.71,,,1.5,14.12,4.66,5.34,,2.08,11319.96,156
2817,Sandiago,15-05-2017,,,,,,19.61,0,39.01,,0,,0,9804.96,112
2818,NewYork,23-08-2019,12.94,40.69,14.76,11.89,30.91,13.01,0.53,11.77,6.48,1.46,2,1.58,11894.96,69
2819,Angol,30-12-2019,93.14,150.21,14.9,37.54,35.74,20.24,0.81,60.31,7.74,10.98,,1.1,1091.96,161
2820,Mexico,15-11-2019,69.33,129.07,5.73,16.06,16,6.31,0.82,45.54,13.74,5.79,0.17,0.18,14332.96,112
2821,Fresno,20-05-2017,,98.39,7.82,7.52,,,,16.29,14.84,,,,17735.96,100
2822,Carlsbad,07-07-2017,,102.88,2.02,13.79,10.26,,0.74,14.41,2.73,1.04,,0.5,2617.96,115
2823,Redding,02-04-2020,25.11,75.67,7.93,14.08,15.73,13.22,0.53,38.14,10.64,0.59,0.97,4.98,18350.96,71
2824,Edinburg,10-06-2015,,,58.39,14.21,74.28,,2.04,10.63,27.64,27.44,8.98,3.75,13502.96,112
2825,Nevada,20-09-2018,29.61,86.98,48.79,8.15,33.93,24.22,0.34,17.72,18.51,,,0.38,17787.96,105
2826,LosAngeles,11-05-2016,76.26,100.92,6.67,28.89,13.93,35.34,0.17,37.21,7.82,2.98,0.85,0.93,12711.96,142
2827,Redding,06-10-2020,11.09,29.67,2.37,9.83,6.75,10.36,0.26,40.46,15.76,1.42,0.91,3.58,18685.96,53
2828,Bakersfield,28-04-2016,,,,,22.73,,0,,,0,0,0,2602.96,112
2829,Angol,04-01-2019,39.41,80.95,3.42,28.51,32.5,18.42,0.64,25.51,10.52,3.21,,0.57,15837.96,90
2830,Coyhaique,26-10-2019,24.26,54.34,4.71,11.67,11.41,1.3,0.53,33.06,5.63,,,,6783.96,70
2831,California,22-12-2018,90.58,47.73,11.88,38.04,45.82,2.83,0.5,32.86,6.92,0.04,,0.03,3596.96,86
2832,Mexico,22-04-2020,14.73,41.79,2.6,5.86,4.91,28.3,0.48,16.28,5.85,0.08,,0.16,3919.96,49
2833,Logan,29-10-2017,,,,,0,2.28,0,,,0,0,0,14476.96,112
2834,California,29-06-2019,41.66,58.19,16.83,24.04,46.35,12.05,1,36.55,5.39,0,,0,4606.96,51
2835,Visalia,31-03-2017,100.52,92.3,17.13,53.53,134.66,41.77,1.28,17.49,26.41,1.74,,3.38,15565.96,210
2836,Shreveport,25-12-2016,23.83,,12.7,31.58,28.93,,21.94,24.36,41.05,32.3,6.96,4.14,13700.96,404
2837,Edinburg,24-10-2015,84.49,,6.31,8.27,8.49,,1.86,31.23,9.26,0.56,0.01,0.1,15556.96,337
2838,Edinburg,26-10-2018,140.42,,15.09,17.82,18.59,,1.4,43.29,38.22,28.59,8.02,3.52,3459.96,375
2839,Camden,15-04-2016,,,,,,,,,,,,,5373.96,112
2840,Logan,16-10-2018,39.71,103.96,3.34,34.57,17.47,18.68,0.54,30.34,2.72,14.16,6.35,7.46,1227.96,108
2841,Fresno,26-01-2019,,339.97,7.39,7.88,,6.76,0,38.58,,,,,19677.96,278
2842,LosAngeles,30-11-2016,33.3,50.49,3.07,12.57,5.44,30.54,0.24,6.49,4.5,3.13,0.47,0.38,13894.96,64
2843,Angol,02-02-2020,80.3,147.24,7.91,37.18,37.57,27.83,1.51,42.85,17.58,6.98,,1.59,11329.96,186
2844,Modesto,02-07-2019,136.7,216.27,47.9,67.41,54.6,33.79,0.23,28.02,17.29,8.28,,0.81,5766.96,236
2845,Sandiago,28-09-2019,39.68,62.65,6.73,10.56,21.74,21.93,0.77,31.9,4.36,0.02,,0.03,4337.96,72
2846,LosAngeles,27-04-2019,79.28,121.66,3.33,58.82,36.39,36.72,0.6,47.76,11.46,40.49,17.39,6.77,17405.96,213
2847,Fresno,10-06-2016,33.24,84.32,8.81,9.18,,32.8,,26.94,6.88,,,,13999.96,79
2848,Edinburg,26-10-2015,139.83,,45.87,90.98,73.44,,2.56,58.15,5.07,1.06,0.62,0.16,18187.96,304
2849,Bakersfield,02-10-2018,157.38,215.67,77.66,60.19,128.66,,2.42,36,24.08,,,2,10646.96,331
2850,Chico,27-08-2015,33.3,,7.2,22.13,4.73,,2.16,31.44,6.16,1.68,,1.91,11853.96,80
2851,Angol,26-11-2019,29.02,102.7,9.6,32.87,35.79,27.33,0.6,43.92,5.62,2.46,,0.68,5164.96,109
2852,Angol,13-06-2018,57.24,129.2,4.48,27.37,24.16,26.51,0.77,21.95,7.52,1.53,,0.47,18008.96,133
2853,Chico,16-07-2019,36.43,,8.99,16.88,20.84,32.03,1.01,16.44,6.36,0.21,,0.13,18227.96,70
2854,Bakersfield,07-04-2018,10.38,23.46,23.21,29.92,43.08,,1.34,21.45,37.12,,,0.8,12757.96,53
2855,Padrelascasas,10-09-2019,41.6,66.12,5.13,10.6,11.97,13.23,2.23,34.04,12.53,,,0.58,11936.96,76
2856,Sandiago,22-12-2015,29.82,,6.94,10.41,11.39,76.62,0.74,52.24,4.89,0.05,,0.19,5687.96,106
2857,Chico,28-10-2018,36.67,,16.7,19.31,22.04,6.88,1.26,5.77,3.5,0.72,,0.75,7161.96,147
2858,Chico,06-02-2017,109.48,,19.02,41.13,6.24,,1.32,33.28,5.87,1.04,,0.12,18546.96,263
2859,Visalia,19-02-2020,65.49,209.79,12.67,38.24,44.67,25.88,0.74,29.9,9.44,14.33,5.97,17.02,15874.96,122
2860,Angol,17-12-2019,78.27,158.24,30.47,40.42,62.62,28.27,1.19,24.69,14.69,23.83,,3.82,16940.96,193
2861,NewYork,25-08-2019,31.63,57.41,42.21,22.32,49.78,16.11,0,18.95,,7.44,4.52,3.79,19341.96,57
2862,Camden,24-03-2019,116.6,347.74,17.21,30.87,31.14,,0.81,28.98,,,,0,12116.96,271
2863,Carlsbad,10-10-2016,61.5,201.24,6.8,29.92,17.75,151.1,0.85,59.91,7.75,0.33,,0.19,1678.96,136
2864,Padrelascasas,15-01-2019,110.48,195.89,16.16,12.47,32.5,8.12,1.46,8.75,7.66,,,0,1529.96,304
2865,Mexico,06-11-2020,26.98,40.93,2.83,5.36,3.45,8.37,,17.83,8.07,5.53,0.24,0.86,5548.96,35
2866,Fresno,14-08-2017,,,,,,,,,,,,,10946.96,112
2867,Shreveport,22-01-2019,37.36,64.21,13.7,57.97,26.91,,16.59,30.98,58.68,22.97,0.82,5.08,13233.96,110
2868,Sandiago,29-08-2017,37.71,,5.95,8.44,11.88,11.78,7.09,21.41,1.38,3.49,,1.33,16657.96,85
2869,Sandiago,11-03-2015,51.07,,11.15,11.17,22.67,58.9,0.45,19.62,17.81,0.01,,0.02,15547.96,122
2870,Coyhaique,22-06-2020,16.23,42.14,1.46,12.56,12,1.95,0.7,11.42,3.74,,,,15769.96,44
2871,Chico,28-06-2018,39.92,,12.05,18.7,30.06,34.03,1.1,24.79,7.81,1,,0.12,18418.96,99
2872,Coyhaique,27-02-2020,28.86,68.46,1.88,5.57,5.63,2.66,0.78,30.58,3.18,,,,2915.96,78
2873,LosAngeles,28-08-2018,47.75,125.57,13.88,37.88,32.65,15.73,0.81,39.33,10.77,11.68,2.9,2.75,14985.96,108
2874,Carlsbad,07-02-2019,25.97,64.73,8.06,20.74,24.77,15.06,0.95,22.75,5.5,0.71,,0.18,2227.96,85
2875,Shreveport,04-04-2018,121.95,,26.77,56.69,36.84,,34.49,23.04,59.77,32.39,6.97,4.1,12272.96,743
2876,Bakersfield,17-07-2019,21.94,62.74,7.12,8.79,15.52,,1.32,29.79,12.63,,,0.31,6413.96,82
2877,Edinburg,10-11-2015,126.7,,2.51,3.01,2.42,,0.42,9.66,4.94,0.65,0.17,0.12,274.96,319
2878,Medellin,28-11-2018,61.61,68.47,19.3,20.76,34.25,6.5,1.97,13.19,28.87,0,,0,14157.96,247
2879,Camden,19-04-2016,125.59,,5.25,10.71,,,,28.01,8.09,34.4,,5.58,12229.96,277
2880,Chico,31-05-2019,63.01,,4.34,10.46,11.8,26.63,1.04,33.29,4.75,2.44,,4.69,8346.96,141
2881,Visalia,12-10-2017,129.94,196.39,46.16,57.6,112.8,20.25,0.71,44.52,13.07,18.33,,8.94,13289.96,300
2882,Angol,10-08-2018,44.03,158.05,15.24,42.31,48.92,54,0.85,37.45,13.53,2.69,,0.57,15855.96,133
2883,Sandiago,28-08-2019,63,,7.25,14.2,13.18,14.16,0.9,18.24,4.17,0,,0.27,3352.96,70
2884,NewYork,15-11-2017,35.49,58.38,8.5,10.34,15.65,33.43,0.36,9.62,7.4,11.88,5.32,9.19,9700.96,63
2885,Bakersfield,05-10-2015,,,,,25.94,,0,,,0,0,0,17712.96,112
2886,NewYork,25-09-2015,63.14,128,12.13,9.65,27.6,18.19,0.49,,2.95,1.45,8.35,4.59,8460.96,154
2887,Padrelascasas,25-05-2020,23.71,50.91,2.29,10.06,10.05,19.5,2.54,47.65,8.62,,,0,940.96,102
2888,NewYork,02-12-2020,164.5,243.08,19.63,22.2,48.46,23.18,0,11.95,5.28,1.36,7.96,4.42,7727.96,348
2889,Carlsbad,29-05-2018,20.72,53.87,35.77,18.82,37.97,10.85,0.83,47.16,6.19,1.09,,0.42,5822.96,51
2890,Logan,03-12-2019,29.44,97.08,9.77,32.51,31.15,7.55,0.98,10.16,9.77,10.53,1.98,4.74,9138.96,101
2891,Chico,26-03-2015,,,0.96,15.66,4.96,,10.28,30.34,123.04,4.42,,1.47,1814.96,112
2892,Mexico,20-08-2019,19.14,36.62,3.74,7.56,5.5,9.39,0.23,15.33,22,0.05,0.1,0.02,6901.96,44
2893,LosAngeles,15-02-2019,49.44,94.34,6.21,47.61,23.69,69.81,0.7,28.07,8.42,9.73,1.07,1.97,13080.96,100
2894,Bakersfield,06-11-2020,8.07,18.81,26.94,5.5,33.19,20.94,0.44,16.9,8.57,,,1.47,14708.96,70
2895,Carlsbad,11-06-2016,59.95,97.68,9.55,43.63,33.17,19.35,0.92,43.73,5.22,4.84,,1.88,10384.96,101
2896,LosAngeles,23-01-2020,63.84,50.61,6.9,39.67,12.32,43.58,0.17,18.55,7.87,1.65,1.14,0.03,3388.96,67
2897,Edinburg,06-06-2015,,,28,82.12,61,,0.73,10.48,50.1,6.14,5.05,1.36,2753.96,112
2898,Visalia,02-03-2019,128.81,216.58,79.2,41.34,146.27,84.95,0.9,10.84,13.77,10.54,,4.56,16098.96,335
2899,Carlsbad,25-06-2019,37.52,55.45,17.5,29.53,39.62,6.07,0.71,19.24,7.64,2.29,,0.26,18127.96,78
2900,Mexico,15-09-2018,31.28,61.76,1.91,6.8,5.56,3.65,,27.73,20.8,0.31,,0,13433.96,80
2901,Carlsbad,08-12-2019,15.03,31.59,3.9,15.37,16.33,7.87,0.68,17.74,4.89,1.33,,0.13,2764.96,35
2902,Sandiago,10-03-2015,40.83,,5.05,10.32,14.11,24.55,3.91,11.21,17.39,,,,16393.96,101
2903,Edinburg,09-12-2018,66.14,,24.41,23.29,20.16,,2.12,100.06,35.56,17.86,12.08,4.78,18000.96,114
2904,Logan,04-03-2018,94.27,340.66,20.12,67.66,54.12,,1.04,40.6,13.87,9.09,5.5,4.46,9901.96,148
2905,Sandiago,26-09-2019,25.17,46.13,7.96,8.74,21.48,27.82,0.71,21.57,15.35,0,,0.11,10798.96,91
2906,LosAngeles,06-08-2015,66.53,,8.06,10.2,17.22,,0.72,31.52,6.89,,,,7288.96,186
2907,Chico,29-07-2018,20.16,,4.01,20.49,16.67,31.82,0.98,25.31,4.72,10.02,,5.15,9519.96,77
2908,Fresno,11-01-2018,91.56,380.04,8.53,9.18,,6.25,,46.61,29.27,,,,14687.96,112
2909,Las_cruces,07-08-2018,66.15,141.92,15.71,56.56,38.21,10.04,0.96,41.63,10.13,,,,18283.96,112
2910,Camden,18-05-2015,28.7,,6.17,6.62,7,,0.35,33.3,1.84,,,,242.96,50
2911,Padrelascasas,11-01-2019,27.28,80.65,16.06,17.02,20.63,18.56,1.94,11.04,5.4,,,0,16245.96,86
2912,Medellin,26-01-2019,192.15,389.27,52.09,62.95,110.63,7.53,3.01,9.46,26.11,,,0,5609.96,373
2913,Logan,02-04-2018,106.29,205.23,11.33,43.34,29.9,11.08,0.94,37.61,41.01,10.54,6.62,8.31,15879.96,206
2914,Visalia,12-07-2019,77.53,165.13,37.16,58.75,84.12,18.61,0.96,33.71,17.8,2.49,,1.8,17462.96,172
2915,Modesto,04-11-2019,76.04,196.84,20.23,67.14,44.12,17.05,1.2,33.95,12.05,4.97,0,1.84,15511.96,156
2916,Camden,26-11-2019,85.52,130.17,29.9,43.87,95.16,,0.41,24.88,,,,2.14,13840.96,215
2917,Nevada,16-01-2020,84.56,118.79,29.84,11.38,52.84,6.69,1.11,7.52,15.7,,,0.16,16914.96,133
2918,Carlsbad,11-10-2019,57.11,141.16,12.52,45.93,47.01,18.83,0.97,31.95,4.93,1.47,,0.22,16469.96,126
2919,Medellin,27-01-2018,66.28,145.69,7,11.26,42.31,6.85,1.28,13.91,8.76,,,0,1509.96,118
2920,Padrelascasas,06-09-2019,30.42,107.95,16.93,10.04,17.53,7.51,0,15.88,13.03,,,0.41,19903.96,142
2921,Logan,11-05-2018,69.5,143,7.43,20.69,17.63,7.37,1.1,31.95,9.59,15.34,1.81,4.25,19049.96,153
2922,Chico,04-03-2017,106.36,,2.34,13.17,4.22,,1.61,12.21,4.65,10.93,,13.85,4525.96,295
2923,Angol,02-11-2020,23.81,10.03,78.83,66.93,77.69,36.84,0.99,39.39,9.01,5.99,,1.37,15558.96,125
2924,Carlsbad,27-11-2017,103.63,110.18,6.89,29.12,22.04,42.93,1.18,52.22,5.18,1.23,,0.5,7708.96,215
2925,Visalia,22-11-2017,115.84,197.11,14.28,53.48,73.3,38.63,0.98,62.42,18.99,26.52,2.65,16.65,14822.96,262
2926,Coyhaique,28-08-2019,10.32,35.4,1.99,13.25,9.16,3.07,0.65,20.53,9.09,,,,9023.96,47
2927,Nevada,14-02-2020,41.25,103.76,10.23,11.35,30.89,16.53,0.73,4.56,15.43,,,0.78,11545.96,115
2928,Medellin,04-01-2018,,,,,,,,,,,,,14850.96,112
2929,Sanfransisco,29-06-2019,17.01,21.04,0.36,1.2,0.17,18.84,0.18,19.63,7.8,0.12,,0.23,17076.96,23
2930,Edinburg,28-11-2018,46.4,,6.14,10.15,12.4,,1.45,,33.81,12.37,6.97,1.15,15421.96,324
2931,Nevada,24-11-2019,66.19,184.8,6.21,27.39,45.66,16.78,0.56,37.8,16.19,,,0.4,10297.96,125
2932,Padrelascasas,04-01-2018,67.57,137.3,,,0,,0.39,,,,,0.03,10032.96,162
2933,Carlsbad,04-02-2017,41.42,103.24,8.97,28.05,27.54,15.47,0.81,26.73,4.46,27.6,,0.77,4003.96,106
2934,Fresno,16-07-2019,14.7,23.72,8.71,9.28,,9.16,2.05,27.33,4.99,,,,5470.96,94
2935,Sandiago,29-08-2015,50.1,,12.38,19.54,18.91,23.64,0.96,21.44,4.65,0.58,,0.11,4433.96,85
2936,Camden,29-04-2020,44.77,89.02,5.77,20.8,16.93,,2.81,35.41,3.42,6.01,,1.99,15210.96,113
2937,Carlsbad,28-02-2020,37.16,95.13,8.62,24.81,24.43,45.78,1.07,49.06,3.64,41.09,,0.4,2327.96,104
2938,Fresno,24-06-2019,15.74,59.45,23.98,10.25,,6.99,,20.11,38.21,,,,5150.96,103
2939,Carlsbad,28-02-2018,79.2,91.69,13.14,33.42,32.98,,0.84,38.06,3.96,0,,0.01,7763.96,100
2940,Shreveport,08-09-2018,29.78,,43.49,53.17,55.76,,23.88,,41.31,24.77,1.02,2.11,17859.96,661
2941,Edinburg,26-12-2018,113.1,,27.19,25.19,34.5,,2.14,28.1,6.19,0.64,0.6,0.26,4742.96,324
2942,Logan,06-03-2019,81.47,157.8,9.92,35.71,21.08,15.17,0.97,59.77,1.59,9.51,4.64,6.74,19873.96,140
2943,Carlsbad,14-01-2019,46.6,102.43,9.29,28.56,18.28,12.71,0.99,37.07,2.52,0.87,,0.56,12143.96,103
2944,Carlsbad,03-05-2018,56.55,108.7,6.69,27.84,15.26,23.7,0.98,51.51,5.19,0.69,,0,3523.96,125
2945,Camden,23-03-2019,68.68,143.07,20,11.64,10.01,,0.63,32.56,6.45,3.2,2.99,10.61,1792.96,128
2946,LosAngeles,25-06-2020,18.6,35.7,3.89,17.87,13.07,52.21,0.31,38.78,4.39,5.13,4.91,0.81,1892.96,61
2947,Sandiago,25-04-2020,26,47.58,6.98,6.92,19.31,33.63,1,42.87,7.51,0.18,,0.13,7750.96,102
2948,Angol,13-09-2017,32.6,66.82,3.91,8.57,,20.38,0.41,39.86,13.02,0.05,,0,18762.96,85
2949,Sanfransisco,29-06-2020,14.42,21.24,0.69,1.17,0.78,1.6,0.39,20.86,4.21,0.57,,0.1,10571.96,40
2950,Modesto,23-05-2019,91.14,224.81,30.31,31.95,64.49,51.56,2.16,39.04,7.67,18.49,,3.57,8509.96,248
2951,Carlsbad,20-01-2018,35.84,86.92,8.79,25.71,28.29,24.39,0.94,56.43,7.05,2.89,,0.65,7603.96,107
2952,Angol,26-12-2019,150.34,276.36,6.76,18.25,,5.31,0.7,24.77,6.81,0.06,,0.02,8175.96,262
2953,Carlsbad,17-08-2015,29.74,,4.06,12.29,8.16,34.95,32.52,20.66,5.6,7.15,,14.41,13340.96,229
2954,Carlsbad,18-06-2020,16.59,28.64,1.39,0.07,0.12,14.5,0.83,22.52,0.89,0.94,,1.32,169.96,39
2955,Mexico,17-01-2019,54.87,136.99,2.21,29.64,21.09,12.67,0.28,23.21,17.12,4.68,0.1,0.18,19956.96,275
2956,Carlsbad,04-08-2018,33.47,50.55,3.16,16.14,16.76,7.99,1.02,24.56,6.99,0.89,,0.4,13581.96,109
2957,Mexico,03-03-2018,60.58,90.93,1.94,5.94,5.51,7.52,0.62,23.04,12.69,1.11,0.2,0.1,5481.96,122
2958,Carlsbad,14-04-2018,19.97,44.59,5.72,14.81,21.75,5.96,0.9,24.14,8.44,2.55,,0.69,11868.96,66
2959,Bakersfield,04-04-2018,,,,,,,,26.51,,,,,8940.96,112
2960,LosAngeles,29-09-2016,64.15,,7.9,16.48,23.04,,0.8,33.01,6.17,0.7,0.01,0.08,1501.96,287
2961,Modesto,27-07-2018,36.82,34.05,10.82,11.62,9.12,43.91,0.24,19.74,12.99,0.03,0.09,0.08,18026.96,99
2962,Sandiago,25-05-2018,39.28,73.9,6.68,10.88,14.77,6.49,0.4,34.74,5.18,0.1,,0.16,70.96,112
2963,Nevada,21-08-2019,21.1,38.1,1.27,7.65,3.4,16.22,0.35,15.86,16.09,,,0,2557.96,48
2964,Edinburg,25-10-2018,136.29,,35.38,20.22,24.66,,2.29,46.69,47.95,6.72,4.87,1.07,16841.96,295
2965,Camden,02-02-2019,52.64,137.59,9.08,35.2,27.45,,0.59,32.43,3.61,0,,0,19579.96,110
2966,Chico,22-12-2018,224.66,,66.46,71.58,74.57,22.98,1.92,36.67,8.77,10.23,,1.43,834.96,398
2967,Mexico,08-04-2018,8.45,11.71,1.36,4.1,3.54,4.78,0.69,13.81,12.21,0.12,0.1,0.16,5124.96,43
2968,LosAngeles,20-11-2019,85.66,151.39,12.19,46.35,25.44,34.24,0.92,55.45,8.61,26.05,3.11,3.19,7022.96,168
2969,Modesto,09-10-2018,27.13,23.78,14.28,29.41,28.07,31.03,0.91,23.35,9.94,27.29,0.67,1.67,9286.96,206
2970,Modesto,07-03-2018,42.07,97.62,8.5,33.43,32.3,36.01,0.96,22.75,16.02,24.9,0.01,0.69,4467.96,135
2971,Logan,25-12-2017,70.81,97.74,3.98,14.07,8.17,6.95,0.84,29.03,6.95,15.52,2.31,5.31,910.96,119
2972,Padrelascasas,20-04-2020,56.39,80.41,16.98,20.87,20.02,36.12,2.77,34.65,9.44,,,0,17252.96,95
2973,Padrelascasas,22-07-2018,48.04,,2.44,18.3,20.54,,1.83,,2.43,,,2.33,18472.96,115
2974,Camden,06-02-2018,,,,,12.34,,0,,,,,,10315.96,112
2975,Coyhaique,12-11-2018,65.1,130,1.94,4.41,4.43,20.15,1.2,36.16,7.07,,,,8561.96,110
2976,LosAngeles,17-11-2018,52.83,102,2.94,24.48,21.27,14.96,0.71,31.36,9.44,12.97,1.3,2.15,11863.96,125
2977,Camden,16-01-2018,84.36,204.69,62.11,30.79,84.36,,2.8,11.64,8.51,0,,0,917.96,232
2978,Carlsbad,22-02-2019,78.65,168.92,21.2,47.04,30.2,,1.15,34.82,4.96,0.48,,0,16130.96,176
2979,Padrelascasas,31-08-2018,,,29.85,22.45,54.19,6.61,0,27.67,13.49,,,0.63,15065.96,112
2980,LosAngeles,06-03-2020,14.8,38.21,2.14,22.84,13.07,8.46,0.38,6.76,9.29,12.96,4.76,1.85,7251.96,82
2981,Camden,11-12-2015,,,17.24,12.52,15.77,,0.92,30.55,6.9,,,,18470.96,112
2982,LosAngeles,29-07-2018,14.41,22.95,3.74,15.91,8.78,1.71,0.04,21.98,1.62,0.09,0.04,0.01,13131.96,42
2983,Modesto,13-01-2020,181.63,330.65,6.79,54.17,22.99,1.83,0.67,26.21,22.6,6.95,,1.8,9848.96,379
2984,Sandiago,18-07-2017,44.83,,13.07,23.28,22.5,,0.62,21.07,5.32,1.12,,0.17,12732.96,128
2985,Modesto,29-06-2018,70.54,213.86,18.88,36.75,44.51,40.26,1.91,31.38,22.63,10.3,,3.46,15977.96,274
2986,Chico,09-03-2019,23.5,,6.88,13.95,10.07,36.14,0.98,49.19,5.27,1.19,,0.56,13163.96,74
2987,Texas,26-02-2020,15.64,37.45,71.68,10.57,68.65,5.7,1.33,18.31,21.8,0,,,16335.96,53
2988,NewYork,31-12-2018,118.51,217.79,30.05,56.28,60.18,5.63,0,4.78,3.73,0.91,5.74,5.31,13774.96,284
2989,Bakersfield,09-01-2018,13.41,33.36,25.93,11.47,41.41,17.85,0.56,15.72,11,,,2.5,16507.96,87
2990,Modesto,28-06-2018,129.07,243.04,25.03,66.41,75.46,,2.03,36.16,23.9,45.48,2.65,9.88,14225.96,287
2991,Padrelascasas,06-02-2020,24.01,51.08,17.85,5.84,22.78,7.45,1.53,37.76,5.65,,,0,5926.96,92
2992,Logan,03-12-2019,48.81,92.41,4.15,44.63,25.49,17.72,0.68,37.48,13.71,8.19,2.5,4.42,17031.96,103
2993,Carlsbad,23-03-2017,24.78,97.08,10.32,28.3,0,11.5,3.76,14.65,6.65,0.83,,0.91,15026.96,94
2994,Mexico,06-03-2019,37.64,115.16,4.45,19.77,15.52,20.47,1.05,43.15,23.98,1.92,0.32,0.11,9904.96,118
2995,Padrelascasas,26-05-2020,63.98,116.75,19.27,16.77,33.47,12.15,0.02,18.55,3.05,,,2.96,3442.96,136
2996,Bakersfield,16-06-2015,,,,,29,,0,,,0,0,0,4091.96,112
2997,Edinburg,01-01-2018,282.45,,78.32,79.68,130.45,,1.46,25.59,48.47,25.92,19.07,5.43,3154.96,422
2998,Mexico,26-06-2020,16.16,46.32,8.59,11.01,11.97,15.3,0.42,33.96,16.9,1.39,0.17,0.06,5086.96,55
2999,Logan,01-10-2020,38.5,57.09,12.19,36.95,30.76,23.79,0.99,14.88,16.74,11.81,2.85,4.13,17917.96,89
3000,Camden,19-04-2016,77.34,,5.33,21.2,18.77,,0.34,58.82,12.96,0,,0,13330.96,121
3001,Camden,28-05-2017,58.21,,4.77,21.66,,,0.97,32.44,8.1,12.43,1.66,11.37,19731.96,112
3002,Fresno,01-10-2017,,134.52,7.01,7.18,,12.81,,,17.52,,,,2816.96,136
3003,Camden,05-04-2019,55.72,250.18,13.76,40.98,40.14,,0.85,36.56,9.21,6.02,,2.01,11825.96,258
