City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
Delhi,05/10/2018,34.65,61.25,14.68,49.48,63.42,26.12,1.03,43.62,8.21,12.81,,2.53,5189.96,183
Delhi,05/11/2017,140.66,291.05,54.8,57.01,85.12,40.81,1.46,40.52,15.2,10.28,,3.96,5190.96,389
Patna,06/04/2019,97.36,171.84,71.2,42.03,43.96,42.53,0.94,18.54,9.24,0.95,9.25,2.53,5191.96,226
Lucknow,24/01/2019,80.21,,3.16,20.46,15.1,63.72,1.05,34.05,6.75,7.42,,4.82,5192.96,165
Bengaluru,18/06/2017,13.48,48.96,6.53,29.59,0,27.38,0.61,15.23,5.95,0.58,,0.5,5193.96,67
Lucknow,21/12/2015,117.52,,4.7,25.52,2.74,,1.57,18.26,9.49,0.65,,0.15,5194.96,331
Kolkata,11/05/2019,24.72,39.71,10.14,25.26,29.49,21.44,0.8,19.58,12.69,11.21,,6.81,5195.96,51
Lucknow,15/08/2016,24.85,,3.75,16.77,4.22,,1.64,16.09,5.19,3.03,,1.34,5196.96,57
Chennai,18/11/2018,32.93,75.68,9.58,12.49,21.64,257.74,0.57,23.62,12.49,0,,0.39,5197.96,100
Delhi,07/11/2019,170.67,324.09,39.53,52.06,88.68,38.88,3.14,51.61,9.87,7.1,1.47,4.35,5198.96,351
Coimbatore,20/11/2019,63.41,95.47,0.92,22.57,26.01,10.82,0.57,43.15,14.82,0.01,,0.02,5199.96,
Thiruvananthapuram,19/06/2017,12.49,32,0.93,10.45,4.77,,1.45,9.1,5.25,,,,5200.96,39
Lucknow,05/02/2017,84.32,,10.37,18.35,,,1.08,19.84,5.76,1.64,,0.75,5201.96,143
Chennai,05/08/2015,42.6,,17.2,15.3,22.91,27.83,1.02,13.37,6.54,2.35,,0,5202.96,97
Talcher,26/02/2020,47.4,92.12,21.47,1.15,32.65,3.54,1.11,20.75,26.91,,,0,5203.96,102
Ahmedabad,12/10/2018,31.16,,15.66,78.89,41.04,,15.64,46.81,53.62,32.31,7.03,4.18,5204.96,470
Bengaluru,16/06/2020,30.03,44.11,32.35,48,92.96,6.57,0.56,31.21,13.53,0.29,,0,5205.96,76
Hyderabad,12/02/2020,60.13,112.95,5.45,41.7,35.5,21.56,0.98,22.68,9.86,18.17,4.73,7.14,5206.96,114
Bengaluru,28/03/2020,29.89,89.31,1.77,14.55,13.16,41.53,0.9,46.55,6.47,1.42,,0.34,5207.96,93
Lucknow,23/02/2018,217.44,,58.31,64.48,72.27,11.79,1.52,20.9,9.09,15.14,,3.87,5208.96,369
Thiruvananthapuram,02/06/2019,39.65,36.21,5.78,15.92,22.13,5.06,0.81,15.51,5.28,,,,5209.96,60
Talcher,15/10/2018,,,,,,,,,,,,,5210.96,
Patna,21/11/2015,352.53,,21.59,16.81,48.27,,1.59,29.07,2.37,0.74,0.51,0.24,5211.96,416
Bengaluru,29/05/2015,17.38,,4.06,9.32,8.65,4.61,1.77,27.23,5.65,3.88,,31.06,5212.96,106
Bhopal,19/06/2020,18.82,47.52,9.63,27.69,26.7,6.51,0.73,24.56,8.72,,,,5213.96,62
Jorapokhar,15/01/2019,379.94,361.18,94.47,7.17,,54.91,0,27.47,,,,,5214.96,449
Patna,09/01/2018,218.13,,16.49,17.33,5.06,,4.1,17.58,42.69,5.48,3.64,0.7,5215.96,387
Lucknow,09/02/2020,110.74,,12.09,25.11,40.34,22.69,0.88,11.77,7.29,0.66,,0.13,5216.96,302
Patna,09/02/2019,140.82,363.17,74.59,10.59,73.89,5.01,1,20.85,10.42,17.64,5.08,2.77,5217.96,313
Visakhapatnam,19/04/2020,33.22,69.46,4.79,11.38,11.76,7.9,0.69,33.26,6.62,2.3,0.74,2.56,5218.96,80
Amritsar,23/04/2018,20.29,56.63,12.62,8.17,,37.35,0.77,7.94,3.76,2.19,13.8,1.94,5219.96,65
Kolkata,17/04/2019,8.4,23.73,3.99,9.27,14.16,8.55,0.41,13.11,5.21,11.89,0.6,2.49,5220.96,99
Amaravati,05/05/2020,60.53,131.3,2.99,23.67,13.02,9.15,0.8,9.75,12.15,0.26,,0.03,5221.96,118
Kolkata,27/04/2017,,242.42,0.99,10.02,3.91,24.48,0.37,51.25,7.58,8.73,0.13,0.8,5222.96,236
Delhi,28/06/2018,29.21,59.06,10.58,20.29,12.68,,0.9,51.92,12.12,5,0.21,0.92,5223.96,363
Thiruvananthapuram,04/09/2019,15.42,35.1,1.15,3.49,1.3,3.99,0.82,19.54,0.88,,,,5224.96,45
Amritsar,06/09/2019,15.44,70.99,22.34,18.57,,4.63,0,9.85,4.59,,,5.06,5225.96,97
Bengaluru,13/09/2018,17.65,,7.88,18.1,15.06,12.09,0.79,29.33,5.65,2.35,,0.98,5226.96,55
Thiruvananthapuram,27/09/2017,20.84,73.5,1.95,4.3,3.54,,0.87,15.78,6.42,,,,5227.96,58
Delhi,14/11/2018,113.92,234.48,64.6,116.17,83.85,33.73,1.59,49.54,20.21,13.89,0.09,5.62,5228.96,236
Brajrajnagar,07/06/2019,23.29,41.82,2.58,9.01,9.36,33.44,1.52,21.95,3.55,,,0,5229.96,76
Delhi,29/01/2020,133.33,125.12,66.53,50.95,73.64,27.23,1.69,33.22,20.96,9.64,,4.09,5230.96,306
Visakhapatnam,16/03/2019,64.88,102.75,3.79,39.96,32.37,8.64,0.98,37.94,13.93,2.27,3.19,2.29,5231.96,114
Chandigarh,20/03/2019,39.92,82.15,9.13,15.79,17.45,6.34,0.73,28.1,8.93,0.95,0.57,2.2,5232.96,66
Visakhapatnam,02/11/2018,29.53,80.78,18.83,58.63,46.69,10.25,0.91,16.79,30.36,11.41,5.04,5.78,5233.96,77
Amritsar,29/05/2020,30.72,35.76,13.82,9.02,22.87,10.02,0.63,17,14.76,1.46,1.98,1.68,5234.96,70
Delhi,26/02/2018,216.71,236.87,38.18,42.17,61.41,46.02,1.01,42.37,13.02,21.38,1.01,4.46,5235.96,350
Hyderabad,02/03/2018,85.5,190.64,7.52,43.9,28.47,11.44,0.74,20.87,13.74,16.61,5.66,4.26,5236.96,131
Hyderabad,26/07/2018,49.78,158.23,10.21,63.88,40.59,15.35,1.09,21.17,12.88,11.69,8.34,3,5237.96,147
Delhi,21/12/2018,104.28,148.12,23.47,43,55.62,72.69,9.94,39.12,7.87,7.23,1.8,2.79,5238.96,364
Hyderabad,05/01/2019,61.65,141.39,5.89,62.02,33.36,16.92,0.63,30,8.64,13.05,4.51,3.11,5239.96,110
Hyderabad,29/06/2017,20.19,60.1,1.53,25.86,15.03,5.7,0.63,22.7,6.65,2.56,0.37,0.16,5240.96,59
Amritsar,19/01/2020,33.95,77.78,29.69,11.93,37.67,14.27,0,20.88,,3.7,3.53,7.05,5241.96,86
Thiruvananthapuram,15/03/2020,29.68,50.53,1.25,9.76,6.22,,0.97,43.57,7.51,,,,5242.96,88
Hyderabad,22/04/2020,20.73,41.81,2.66,26.07,17.5,38.19,0.79,31.33,3.85,7.65,0.03,1.4,5243.96,51
Coimbatore,03/09/2018,12.12,26.03,8.7,9.36,16.24,23.43,1.41,44.63,9.53,0.03,,0.02,5244.96,93
Bengaluru,24/06/2020,14.99,24.39,32.61,31.44,48.82,4.84,1.08,22.29,7.96,3.61,,0.86,5245.96,60
Lucknow,09/06/2015,80.59,,10.86,11.78,3.25,,1.34,17.09,4.59,0.26,,0.15,5246.96,96
Thiruvananthapuram,03/03/2019,42.12,86.11,1.24,5.45,3.08,7.9,0.83,54.35,4.43,,,,5247.96,81
Bengaluru,29/08/2019,35.08,73.18,18.93,40.74,51.49,12.54,0.72,32.94,12.65,2.22,,0.42,5248.96,76
Amritsar,11/06/2019,37.09,258.91,14.12,10.71,22.11,7.02,0.54,32.97,13.67,2.56,4.45,0.64,5249.96,114
Thiruvananthapuram,07/06/2020,8.94,27.51,1.84,2.01,1.42,2.65,0.87,28.78,1.74,,,,5250.96,52
Delhi,26/05/2019,97.15,163.66,19.36,44.42,46.17,39.34,1.04,32.14,8.09,19.15,0.39,2.39,5251.96,184
Hyderabad,18/01/2020,50.53,82.64,9.29,35.74,17.74,17.18,0.64,32.98,14.43,2.39,0.26,0.27,5252.96,128
Delhi,14/04/2020,33.58,115.62,9.42,29.46,27.25,13.49,0.77,50.05,9.15,21.85,1.69,1.56,5253.96,99
Delhi,26/11/2018,115.63,343.67,44.08,34.54,84.99,72.46,3.67,43.54,11.57,8.77,2.14,4.69,5254.96,302
Ahmedabad,09/12/2016,68.12,93.09,8.11,52,5.17,11.96,16.77,33.33,53.98,23.37,2.04,1.15,5255.96,125
Hyderabad,11/06/2017,28.04,90.94,9.41,27.89,20.84,8.77,0.54,40.91,6.12,11,0.64,2.39,5256.96,90
Kolkata,08/12/2018,124.39,227.11,61.24,34.73,84.81,27.17,1.01,23.19,9.13,30.25,3.76,24.7,5257.96,315
Amaravati,29/09/2019,8.06,22.48,3.18,11.67,7.21,6.19,0.35,18.59,8.61,3.99,0.25,0.59,5258.96,73
Thiruvananthapuram,06/07/2018,19.67,77.85,1.01,7.22,6.18,3.35,0.57,47.56,5.64,,,,5259.96,69
Mumbai,14/06/2016,,,,,19.91,,0,,,0,0,0,5260.96,
Jorapokhar,03/12/2018,,205.48,6.95,7.51,,6.58,0,20.87,29.32,,,,5261.96,
Lucknow,04/03/2015,,,1.63,14.92,4.22,,37.11,22.56,136.59,,,0.17,5262.96,
Patna,15/10/2017,104.23,,44.92,40.03,93.88,,1.7,47.57,6.09,1.16,0.89,0.47,5263.96,
Chennai,28/03/2018,32.55,,5.75,10.18,20.27,7.68,0.96,29.65,19.63,0.16,,0.08,5264.96,
Gurugram,27/02/2017,66.19,,9.87,32.8,,,1.65,31.24,19.44,6.01,,2,5265.96,125
Jorapokhar,14/04/2019,,63.06,1.89,6.28,,6.86,0.43,8.26,43,,,,5266.96,111
Lucknow,22/08/2016,31.05,,3.34,9.47,4.22,,,26.92,0.71,,,,5267.96,50
Patna,27/10/2017,53.02,,18.29,40.26,22.15,,1.13,39.2,26.9,11.36,9,1.5,5268.96,359
Hyderabad,15/12/2016,71.39,,6.78,16.27,20.41,,1.38,39.59,8.15,,,,5269.96,126
Bhopal,12/02/2018,70.14,133.08,5.85,44.54,34.06,23.55,1,17.91,5.13,,,,5270.96,207
Amritsar,26/01/2019,,234.21,36.55,22.2,,35.19,0.93,11.82,5.71,,,,5271.96,311
Gurugram,17/10/2019,74.66,118.9,4.39,9.62,8.95,,0.85,33.89,12.43,3.5,3.07,4.77,5272.96,208
Gurugram,09/11/2017,248.02,,1.95,11.11,,,0.92,36.22,3.98,6.62,,0.04,5273.96,358
Talcher,25/12/2018,227.2,246.04,19.03,,21.51,37.59,1.8,32.96,32.09,0,,0,5274.96,314
Ahmedabad,20/11/2019,70.65,,14.66,27.81,29.19,,2.62,30.71,53.8,,,,5275.96,346
Jaipur,13/02/2020,53.36,152.67,11.3,38.88,39.56,23.61,1.03,41.85,9.53,7.57,,1.42,5276.96,128
Lucknow,23/12/2017,155.12,,24.92,54.76,28.18,,1.34,20.43,8.52,13.93,,2.59,5277.96,266
Kochi,29/06/2020,40.19,51.06,5.33,5.57,19.32,48.9,1.05,14.08,16.92,0,,,5278.96,59
Shillong,31/05/2020,27.63,39.48,0.9,2.06,0.76,5.06,0.14,5.6,3.72,0.09,,0.04,5279.96,50
Delhi,21/12/2019,82.73,161.73,18.18,53.82,30.23,29.8,0.27,17.17,22.22,2.78,,1.5,5280.96,182
Lucknow,10/12/2019,103.39,,15.72,54.47,40.84,27.25,1.97,52.94,9.52,4.54,,1.28,5281.96,271
Delhi,17/06/2019,43.86,113.4,11.76,32.75,27.81,34.16,0.63,36.95,11.35,8.79,0,1.55,5282.96,113
Chennai,18/11/2018,34.28,,10.63,22.58,18.52,43.27,0.61,20.88,4.95,0,,0.03,5283.96,85
Brajrajnagar,01/02/2020,51.37,125.65,11.25,21.38,30.13,22.94,1.44,19.24,12.47,,,5.44,5284.96,101
Jorapokhar,29/06/2019,11.73,22.33,9.02,9.25,,7.53,0.46,13.09,27.11,,,,5285.96,55
Chennai,30/08/2019,27.27,,13.55,18.99,27.6,40.51,1.06,26.26,8.21,0.07,,0.09,5286.96,85
Lucknow,23/05/2019,58.7,,8.8,22.13,26.68,30.65,1.01,29.45,5.9,0.32,,0.17,5287.96,62
Jorapokhar,03/11/2018,239.88,332.09,9.43,7.65,,8.1,,6.46,38.17,,,,5288.96,366
Chennai,08/06/2015,17.65,,5.76,10.43,15.06,118.84,1.48,22.24,19.35,3.8,,0.67,5289.96,70
Delhi,06/11/2018,121.13,301.91,64.17,54.54,110.29,11.81,5.96,28.33,13.9,9.11,,1.64,5290.96,298
Lucknow,25/07/2017,15.59,,12.28,24.75,4.22,,0.16,1.21,5.41,0,,0,5291.96,63
Bengaluru,31/05/2019,43.5,110.45,10.57,21.89,28.54,10,0.99,46.21,5.69,3.28,,0.69,5292.96,127
Ahmedabad,18/04/2015,83.56,,25.38,27.93,35.25,,29.3,18.79,37.38,73.86,11.48,25.11,5293.96,200
Bengaluru,05/05/2016,31.12,101.42,9.86,16.62,20.59,22.06,0.56,48.84,5.19,0.43,,0.68,5294.96,104
Chennai,29/06/2019,41.88,,8.13,14.41,15.69,67.97,0.68,14.57,6.29,0,,0.05,5295.96,57
Bengaluru,06/01/2020,69.19,114.54,22.99,39.83,58.22,18.16,1.04,33.02,5.31,0.76,,0.26,5296.96,166
Brajrajnagar,14/06/2018,,,,,,,,,,,,,5297.96,
Delhi,01/08/2015,96.74,152.05,18.71,50.66,88.43,34.86,3.9,58.36,17.15,38.32,1.46,4.19,5298.96,275
Jaipur,23/09/2018,34.54,56.5,4.07,18.51,20.89,19.19,0.63,39.17,12.27,2.28,,0.36,5299.96,89
Jaipur,19/07/2019,41.71,94.49,3.67,15.91,15.28,10.13,0.81,23.64,10.12,4.81,,0.38,5300.96,99
Thiruvananthapuram,04/08/2019,34.27,50.64,6.18,10.42,15.54,7.65,1.09,11.48,6.57,,,,5301.96,48
Delhi,07/11/2019,168.47,358.6,11.78,84.82,107.85,212.96,1.36,30.45,14.2,26.63,0.97,5.7,5302.96,323
Amaravati,03/02/2019,71.77,91.67,2.56,15.06,10.09,14.57,0.31,42.83,4.3,1.25,0.14,0.17,5303.96,106
Delhi,06/05/2015,95.74,210.25,30.77,45.33,51.43,35.92,1.11,41.96,8.58,8.96,,2.79,5304.96,325
Hyderabad,27/07/2018,32.14,109.15,4.32,15.45,6.94,6.67,0.19,21.98,3.6,0.36,0.05,0.04,5305.96,98
Delhi,27/08/2019,36.6,85.25,8.84,25.79,34.19,55.99,0.84,31.31,10.31,14.6,2.26,1.24,5306.96,100
Chennai,12/12/2019,18.53,41.83,6.23,17.63,19.73,12.37,0.87,32.28,7.65,0.28,,0.03,5307.96,80
Amaravati,11/09/2018,19.38,34.03,2.21,10.89,10.34,14.04,0.51,6.09,7.03,0.09,0.1,0.05,5308.96,59
Amaravati,03/03/2020,25.22,67.7,6.82,21.52,17.54,11.78,1.35,42.71,21.75,2.68,0.15,0.13,5309.96,84
Hyderabad,29/09/2019,16.28,45.87,0.9,31.18,7.77,22.63,0.31,19.91,5.56,1.02,0.16,0.22,5310.96,59
Lucknow,28/03/2020,44.92,,4.72,13.89,9.21,51.36,0.96,38.64,4.08,1.55,,0.38,5311.96,90
Talcher,29/07/2019,,,,,,,,,,,,,5312.96,
Mumbai,10/04/2016,,,,,31.41,,0,,,0,0,0,5313.96,
Kolkata,07/03/2018,131.08,259.29,41.54,102.07,217.34,28.54,1.63,12.68,16.01,22.25,,6.81,5314.96,358
Ahmedabad,04/05/2018,71.59,159.26,4.34,15.77,14,,6.46,38.15,7.21,3.27,0.19,1.7,5315.96,128
Ahmedabad,31/05/2020,36.77,49.35,1.34,8.95,6,,2.3,50.96,30.08,11.71,4.11,3.86,5316.96,93
Thiruvananthapuram,04/09/2019,24.04,53.41,4.44,7.29,7.97,3.37,1.22,42.31,7.88,,,,5317.96,93
Visakhapatnam,26/06/2020,29.37,69.35,2.74,24.01,15.84,41.78,0.44,40.03,8.81,4.48,1.48,4.49,5318.96,97
Mumbai,25/09/2015,,,,,36.01,,0,,,0,0,0,5319.96,
Amritsar,18/10/2017,,,,1.66,21.5,42.71,0.65,31.62,11.34,,,,5320.96,
Gurugram,21/06/2017,47.41,,,,,,0.57,22.5,2,,,,5321.96,103
Patna,26/09/2015,,,31.82,9.9,30.81,,2.5,13.84,8.82,15.41,9.03,3.25,5322.96,
Patna,21/09/2016,23.9,,38.66,17.6,30.76,,1.94,10.9,13.4,0.56,0.29,0.14,5323.96,116
Brajrajnagar,09/05/2020,15.52,81.15,,,0,,0.3,57.93,4.65,,,0.14,5324.96,109
Patna,16/05/2018,101.58,,12.7,89.68,27.31,,1.27,42.41,49.54,2.87,0.46,0.36,5325.96,231
Jorapokhar,08/09/2019,,113.07,8.64,9.38,,6.07,0.46,46.51,24.07,,,,5326.96,123
Jaipur,01/04/2018,52.8,120.56,3.26,18.91,20.9,5.4,0.73,42.8,9.46,2.7,,0.34,5327.96,102
Amaravati,16/04/2020,12.05,36.52,2.82,7.8,7.89,11.59,0.81,16.21,11.27,0,,0.31,5328.96,44
Jorapokhar,13/12/2018,,246.68,7.56,6.78,,39.55,,24.13,95.04,,,,5329.96,377
Hyderabad,20/10/2017,24.94,180.62,3.05,28.89,13.56,12.65,0.26,64.1,7.69,3.78,0.55,0.81,5330.96,
Gurugram,15/08/2017,61.12,,3.92,8.35,5.29,12.25,0.21,12.46,2.6,,,,5331.96,160
Lucknow,28/02/2016,97.4,,23.11,48.08,,,3.48,23.54,6.74,17.45,,2.35,5332.96,208
Bhopal,22/12/2019,46.82,122.21,5.91,68.6,29.56,41.16,0.89,24.78,15.52,,,,5333.96,122
Talcher,29/11/2018,,,,,,,,,,,,,5334.96,
Jaipur,10/07/2017,,,,,,,0.76,,21.59,0,,0,5335.96,
Ernakulam,15/04/2019,28.09,159.8,42.02,12.45,56.86,11.01,1.71,2.8,3.55,0.01,0,0.02,5336.96,
Chennai,25/05/2015,64.78,,6.98,16.32,19.77,89.65,0.94,30.82,9.89,2.09,,0,5337.96,173
Guwahati,26/07/2016,21.9,37.84,1.6,8.08,7.9,2.32,0.45,54.01,16.25,,,0,5338.96,57
Bhopal,29/07/2018,11.4,30.9,4.05,5.13,4.88,3.99,0.47,34.87,8.69,,,,5339.96,99
Chennai,18/09/2018,24.26,,6.99,16.59,24.74,41.13,0.93,30.93,7.07,0,,0.1,5340.96,70
Visakhapatnam,15/09/2019,12.41,28.47,0.91,5.9,2.49,1.1,0.4,17.23,5.97,5.62,0.35,2.94,5341.96,47
Bengaluru,19/03/2020,68.93,166.96,3.68,32.84,16.44,21.43,0.74,62.93,3.31,1.46,,0.8,5342.96,176
Chennai,19/07/2017,36.59,,6.72,10.99,9.11,,0.17,27.64,3.51,0.09,,0.16,5343.96,71
Bengaluru,06/06/2019,29.45,,6.27,22.99,15.56,11.6,0.74,33,3.85,28.31,,1.1,5344.96,73
Talcher,24/06/2020,11.1,15.32,7.37,8.79,13.07,20.78,1.21,19.59,19.09,,,0,5345.96,91
Amaravati,16/10/2016,27.13,93,16.85,24.37,29.1,30.21,0.06,5.27,11.38,8.78,0.09,0.18,5346.96,109
Chennai,15/08/2017,47.98,,8.2,16.24,18.54,7.95,0.72,23.39,5.9,0.95,,0.02,5347.96,76
Amritsar,09/01/2020,61.05,116.62,19.68,13.95,,20.41,0,24.27,5.94,2.48,6.02,4.87,5348.96,129
Thiruvananthapuram,10/09/2019,10.78,27.04,3.65,11.22,8.35,1.25,0.71,30.79,3.62,,,,5349.96,44
Jorapokhar,20/12/2017,,238.62,7.29,9.77,,,0.4,0.02,73.67,,,,5350.96,
Jorapokhar,22/05/2020,,170.13,7.48,7.71,,5.18,0,29.81,,,,,5351.96,179
Patna,18/06/2019,38.58,,21.16,31.55,34.26,,1.58,48.79,51.45,12.1,7.71,1.32,5352.96,132
Gurugram,09/02/2020,74.53,232.44,12.6,33.73,36.59,,1.24,23.6,9.7,0,,0,5353.96,191
Bengaluru,04/09/2015,10.15,,4.91,12.14,10.55,15.36,0.58,48.71,2.77,1.04,,1.25,5354.96,82
Kolkata,19/03/2019,93.4,224.7,67.19,45.07,110.56,16.88,0.44,30.78,9.62,33.71,2.43,24,5355.96,283
Lucknow,07/01/2020,75.58,128.41,11.18,24.37,28.6,33.7,1.63,17.89,5.21,0.2,,0.11,5356.96,172
Amaravati,26/02/2020,56.35,123.23,12.39,17.61,23.71,16.05,0.93,29.92,10.89,6.33,0.11,0.48,5357.96,144
Lucknow,13/12/2019,214.89,,18.13,66.48,27.37,2.67,0.8,14.04,7.65,0.38,,0.13,5358.96,367
Hyderabad,14/02/2020,52.92,106.54,10.32,69.44,28.65,11.65,0.68,32.06,10.83,39.63,2.56,3.12,5359.96,112
Delhi,09/02/2020,78.53,112.32,16.07,16.87,23.06,23.04,0.87,21.76,10.52,5.27,0.18,1.56,5360.96,159
Chennai,12/02/2018,36.22,,5.25,22.66,18.26,74.56,0.79,39.09,7.23,4.39,,0,5361.96,86
Bengaluru,08/10/2018,22.19,76.04,7.78,15.36,14.67,26.36,0.96,17.19,6.66,4.45,,0.49,5362.96,53
Thiruvananthapuram,23/01/2018,73.05,193.75,3.25,19.31,10.87,6.73,0.94,55.58,6.86,,,,5363.96,130
Bengaluru,19/10/2018,20.89,57.11,5.61,11.65,17.95,26.56,0.96,18.68,5.34,1.4,,0.21,5364.96,72
Hyderabad,15/09/2018,33.32,66.38,8.29,28.97,18.71,10.82,0.23,14.32,7.07,3.8,0.1,0.28,5365.96,69
Lucknow,28/11/2016,236.15,,55.52,77.02,106.16,90.27,1.21,21.33,16.14,0.64,,0.91,5366.96,343
Amaravati,26/04/2018,12.71,41.46,1.9,5.12,3.78,3.52,0,37.55,17.04,2.82,0.13,0.34,5367.96,65
Hyderabad,20/04/2020,20.14,53.01,5.3,24.47,13.26,4.01,0.26,17.05,4.45,5.69,2.04,0.94,5368.96,55
Gurugram,11/12/2018,86.66,156.52,34.29,33.24,61.88,,0.63,23.77,22.37,0,,0,5369.96,217
Gurugram,05/04/2019,54.8,148.07,54.76,6.87,35.01,,0.55,66.83,12.75,6,,2.01,5370.96,169
Jorapokhar,21/06/2020,23.89,39.78,8.62,7.53,,10.81,,13.88,5.89,,,,5371.96,68
Gurugram,20/04/2018,27.24,26.07,13.76,14.4,19.26,,1,20.71,5.2,6.01,,2,5372.96,83
Gurugram,15/04/2016,,,,,,,,,,,,,5373.96,
Bengaluru,16/08/2015,20.3,,5.09,8.55,8.77,27.9,1.09,22.81,2.92,4.17,,25.73,5374.96,106
Ahmedabad,13/01/2019,86.26,,18.57,68.95,26.14,,26.11,45.15,44.99,,,,5375.96,469
Bengaluru,09/01/2016,88.46,130.52,6.61,16.27,15.26,20.42,1.31,29.4,3.97,0.2,,,5376.96,153
Hyderabad,25/06/2020,20.51,45.69,4.21,22.12,13.99,22.23,0.39,10.9,5,3.76,1.06,0.51,5377.96,41
Lucknow,24/05/2016,43.04,,5.25,14.94,4.22,,5.42,50.91,10.6,6.61,,2.4,5378.96,134
Bengaluru,11/10/2019,34.63,85.67,8.75,23.73,21.4,12.76,0.95,26.34,4.22,2.26,,0.86,5379.96,82
Chandigarh,01/05/2020,27.44,43.08,2.64,11.8,11.58,9.51,0.22,67.25,7.54,0.69,0.95,13.26,5380.96,63
Amritsar,03/11/2019,18.89,60.19,11.32,10.75,19.99,2.28,0.7,25.06,6.05,2.43,0.82,5.75,5381.96,73
Ahmedabad,09/10/2019,29.24,39.17,1.34,24.1,19.42,,0.68,37.63,40.05,29.35,1.11,2.77,5382.96,68
Thiruvananthapuram,06/08/2019,16.09,33.87,1.13,5.64,3.84,6.18,0.88,37.05,3.12,,,,5383.96,86
Lucknow,18/08/2017,78.44,,8.44,29.06,,,1.67,14.84,6.17,3.67,,1.47,5384.96,130
Bengaluru,29/01/2018,65.69,196.87,6.9,28.82,0,29.44,0.67,11.52,5.17,1.84,,1.39,5385.96,125
Delhi,27/06/2018,41.85,103.84,12.84,24.85,29.74,52.7,1.04,16.48,7.82,18.79,0.11,1.5,5386.96,130
Gurugram,09/07/2018,9.6,48.61,22.27,26.24,31.84,,0.47,19.13,20.07,6,,1.99,5387.96,92
Chandigarh,14/06/2019,24.83,44.78,6.78,23.37,18.77,5.66,0.5,25.27,10.91,0.41,1.3,3.97,5388.96,50
Hyderabad,16/07/2019,9.73,23.84,2.46,10.87,8,3.64,0.1,19.22,5.08,1.27,0.19,0.15,5389.96,37
Bengaluru,17/06/2017,32.27,48.6,1.97,15.99,7.74,,0.45,19.39,3.38,0.86,,0.63,5390.96,88
Brajrajnagar,17/08/2019,35.57,50.99,11.37,15.97,17.76,5.14,2.95,28.86,7.96,,,0,5391.96,77
Delhi,27/10/2019,98.06,213.4,60.88,61.81,89.27,13.87,0.77,52.42,13.94,6.62,,1.82,5392.96,275
Delhi,04/06/2019,46.58,142.86,30.43,63.01,72.47,33.6,1.08,45.84,11.29,18.93,3.86,4.14,5393.96,125
Bengaluru,21/06/2020,16.02,25.67,3.28,9.31,12.07,125.53,0.9,15.03,3.9,0.67,,0.5,5394.96,66
Jaipur,14/06/2020,33.8,72.49,9.96,24.22,32.27,32.66,0.79,35.84,11.69,0.7,,0.79,5395.96,81
Lucknow,16/04/2016,83.22,,9.52,5.93,5.99,,1.36,36.64,3.45,3.39,,5.18,5396.96,152
Delhi,25/09/2018,47.23,142.28,15.12,19.09,19.05,28.23,0.42,28.44,4.82,31.7,0.41,2.33,5397.96,132
Brajrajnagar,04/11/2018,180,309.85,80.6,26.29,61.31,40.4,3.57,30.29,15.12,,,0,5398.96,354
Delhi,15/07/2019,20.25,53.49,7.16,10.04,15.71,34.52,0.87,17.36,10.23,14.82,0.99,1.9,5399.96,124
Hyderabad,08/05/2019,52.62,119.24,8.89,37.57,12.96,20.97,0,61.59,7.63,0.45,0.04,0.04,5400.96,125
Bengaluru,24/03/2016,75.42,149.51,18.19,49.34,56.39,26.89,1.09,25.22,7.24,18.39,,0.91,5401.96,153
Chennai,17/06/2017,56.26,,8.64,23.38,18.19,26.55,1.14,4.37,5.54,0.52,,0.03,5402.96,95
Jaipur,15/01/2020,81.19,140.28,8.15,38.87,32.44,56.15,0.83,44.23,13.22,8.05,,3.31,5403.96,177
Visakhapatnam,19/03/2018,113.6,216.88,16.88,84.4,35.38,11.35,0.88,17.36,10.67,8.77,2.74,4.26,5404.96,175
Bengaluru,22/01/2018,26.69,,7.04,24.68,21.41,111.65,0.75,23.78,4.75,2.25,,1.34,5405.96,60
Lucknow,05/08/2019,33.95,,8.7,28.51,19.18,45.88,0.87,32.44,6.96,0.06,,0.22,5406.96,80
Kolkata,21/06/2020,27.84,44.27,3.72,11.31,13.56,17.08,0.38,28.43,3.9,5.79,0.36,0.78,5407.96,65
Amritsar,18/01/2020,47.81,62.09,5.4,9.54,13.59,28.23,0.96,16.24,10.77,1.43,1.95,1.13,5408.96,84
Hyderabad,12/02/2020,68.46,174.77,2.94,48.96,3.13,29.38,0.11,26.79,2.34,0.06,0.04,0.01,5409.96,146
Hyderabad,14/05/2018,37.34,78.03,4.58,24.31,15.92,12.45,0.63,52.02,7.05,6.92,1.26,1.21,5410.96,96
Ahmedabad,25/12/2019,95.94,136.74,32.07,57.72,58.98,,54.45,27.36,79.38,16.02,0.65,3.94,5411.96,995
Lucknow,25/08/2018,50.07,,6.79,23.56,17.12,51.38,0.92,11.21,5.18,5.61,,1.15,5412.96,65
Thiruvananthapuram,24/01/2020,56.67,93.03,1.22,14.89,7.56,8.06,1.09,46.64,5.56,,,,5413.96,100
