City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Jaipur,2019-12-29,62.78,134.56,6.02,44.68,60.21,88.57,0.83,12.97,44.15,3.48,6.94,,172.0,Moderate
Visakhapatnam,2019-06-12,35.91,108.3,18.87,36.38,37.96,17.97,1.04,13.03,9.56,4.15,7.71,1.1,112.0,Moderate
Bengaluru,2017-07-16,31.25,89.06,7.67,29.23,0.0,4.89,0.14,4.43,21.52,3.38,1.0,,84.0,Satisfactory
Thiruvananthapuram,2020-06-13,30.62,45.3,3.98,7.05,8.92,28.22,0.78,12.45,62.1,,,,73.0,Satisfactory
Hyderabad,2016-04-15,43.8,103.14,5.96,35.38,20.46,12.88,0.82,6.66,139.93,1.11,9.82,1.35,122.0,Moderate
Amaravati,2020-01-28,68.27,143.61,7.82,142.91,48.32,17.95,0.87,12.06,35.85,0.1,0.13,0.11,140.0,Moderate
Lucknow,2016-02-23,139.54,,14.53,30.71,10.07,,2.48,6.43,10.58,1.79,0.93,,349.0,Very Poor
Chennai,2016-06-22,29.19,,8.15,14.75,16.39,67.05,1.15,7.29,42.46,0.13,0.14,,87.0,Satisfactory
Amaravati,2020-05-27,8.73,22.21,3.94,5.85,3.55,5.53,0.53,7.51,50.44,0.05,0.05,0.1,59.0,Satisfactory
Bengaluru,2019-04-06,18.47,66.54,4.3,10.39,10.29,5.64,0.86,6.16,17.45,0.77,1.18,,51.0,Satisfactory
Lucknow,2019-08-28,39.34,,7.73,17.98,18.51,31.84,0.81,7.16,15.59,13.05,6.33,,70.0,Satisfactory
Lucknow,2017-12-21,152.56,,20.06,57.68,64.61,9.85,1.04,7.11,23.26,16.24,6.85,,357.0,Very Poor
Amaravati,2017-11-03,49.87,96.57,4.49,19.27,12.09,11.75,0.89,14.94,37.6,0.09,0.29,0.16,91.0,Satisfactory
Chandigarh,2019-10-28,19.77,63.74,5.58,8.84,9.29,12.04,0.47,13.57,29.22,8.82,1.49,0.89,82.0,Satisfactory
Ahmedabad,2017-12-21,75.26,,26.06,75.12,22.61,,29.64,64.29,29.26,16.4,92.58,16.71,351.0,Very Poor
Thiruvananthapuram,2019-03-13,47.51,80.28,2.61,11.22,7.68,4.37,1.26,8.09,48.59,,,,80.0,Satisfactory
Ahmedabad,2018-09-24,56.13,96.29,46.97,68.38,45.61,16.77,29.71,59.11,17.59,3.94,16.02,0.65,117.0,Moderate
Visakhapatnam,2019-05-20,25.22,74.97,11.16,38.04,26.83,6.55,0.55,13.4,27.63,4.58,10.01,3.29,91.0,Satisfactory
Amritsar,2020-03-07,27.18,47.33,16.16,10.43,22.24,52.79,0.26,2.7,24.55,1.14,1.08,3.12,74.0,Satisfactory
Brajrajnagar,2019-06-07,,,,,,,,,,,,,,
Jorapokhar,2018-01-22,,,,,,,,,,,,,,
Coimbatore,2019-05-31,,,,,,,,,,,,,,
Jorapokhar,2020-04-10,141.09,313.96,7.74,9.35,,1.91,,53.83,18.85,,,,,
Hyderabad,2015-11-07,,,6.66,33.49,24.02,,0.37,3.8,6.27,1.21,16.88,5.71,,
Chennai,2017-03-20,66.11,,6.05,12.41,9.0,,0.0,3.97,15.8,0.0,0.0,,118.0,Moderate
Jorapokhar,2019-09-15,,120.27,6.51,8.79,,6.31,1.09,9.98,29.8,,,,118.0,Moderate
Jorapokhar,2020-04-26,,101.77,21.23,7.32,,26.43,0.39,45.52,32.73,,,,104.0,Moderate
Patna,2019-05-14,107.44,,8.31,13.48,7.63,,1.5,44.86,49.63,1.49,21.65,6.08,291.0,Poor
Talcher,2016-05-17,51.83,133.11,,7.45,,27.93,0.12,48.41,28.17,0.0,,,120.0,Moderate
Gurugram,2018-07-16,52.21,,10.68,23.29,20.05,,0.46,6.04,33.75,0.0,,,105.0,Moderate
Bhopal,2019-08-07,19.39,47.39,5.57,30.31,23.97,10.04,0.65,17.1,32.72,,,,48.0,Good
Chennai,2015-09-13,26.68,,3.08,7.08,4.97,,0.02,3.24,7.99,0.0,0.0,,105.0,Moderate
Jaipur,2019-02-23,78.42,145.98,15.56,21.7,29.67,41.94,0.59,7.63,32.87,0.76,2.71,,217.0,Poor
Coimbatore,2017-05-02,17.3,37.56,0.59,47.77,46.32,,0.48,7.97,29.96,0.0,0.0,,129.0,Moderate
Jorapokhar,2019-08-29,,25.62,7.03,9.24,,9.3,1.26,4.47,10.3,,,,95.0,Satisfactory
Hyderabad,2015-04-09,84.92,,7.56,25.42,28.21,,0.5,12.39,24.34,3.7,32.42,3.25,210.0,Poor
Kochi,2019-12-19,65.4,127.24,30.76,31.35,80.52,25.89,6.95,20.0,28.31,,0.0,,139.0,Moderate
Visakhapatnam,2019-06-27,25.72,,20.87,45.59,47.76,12.05,0.6,12.86,33.52,4.7,7.97,2.76,47.0,Good
Gurugram,2017-03-31,156.68,,7.72,10.44,,,0.85,6.84,33.06,0.03,2.11,,326.0,Very Poor
Lucknow,2016-04-09,109.93,,16.58,21.82,6.24,,1.33,4.68,16.21,0.11,0.38,,284.0,Poor
Lucknow,2017-04-03,106.36,,2.34,13.17,4.22,,1.61,4.65,12.21,13.85,10.93,,295.0,Poor
Gurugram,2020-05-10,19.21,36.3,18.67,24.65,34.47,19.49,1.06,12.93,,2.01,5.93,,104.0,Moderate
Bengaluru,2019-11-10,62.55,145.28,3.68,30.38,22.96,14.28,1.58,7.3,38.81,0.19,1.4,,159.0,Moderate
Brajrajnagar,2018-07-02,43.83,120.27,7.36,17.48,21.16,10.68,4.24,12.58,18.79,0.0,,,111.0,Moderate
Lucknow,2015-09-03,27.74,,5.08,10.87,4.22,,2.73,8.94,26.35,0.36,0.13,,195.0,Moderate
Lucknow,2016-04-15,112.65,,12.95,32.2,,,1.86,13.59,52.91,1.44,2.22,,303.0,Very Poor
Lucknow,2018-07-25,21.9,,12.06,32.34,21.13,,0.6,11.53,18.68,0.04,0.07,,72.0,Satisfactory
Ahmedabad,2016-08-27,,,,,,,,,,,,,,
Mumbai,2015-01-22,,,,,30.52,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-12-18,,,,,86.31,,0.0,,,0.0,0.0,0.0,,
Patna,2017-09-14,,,22.27,12.3,22.41,,0.62,,11.23,0.34,2.48,0.89,,
Jaipur,2019-08-15,32.5,56.41,20.2,26.54,38.57,17.39,0.54,13.07,16.53,0.95,2.43,,69.0,Satisfactory
Chennai,2015-04-15,17.38,,7.81,10.83,16.46,19.86,3.38,18.85,46.86,0.23,2.27,,119.0,Moderate
Hyderabad,2019-05-10,36.87,125.33,3.93,35.3,28.91,15.54,0.81,15.99,45.88,2.9,10.55,4.5,103.0,Moderate
Patna,2020-01-06,141.41,320.72,57.44,56.44,87.1,20.8,1.7,11.3,19.87,0.59,2.6,0.42,283.0,Very Poor
Brajrajnagar,2020-05-26,59.05,141.51,8.11,22.39,26.75,9.26,3.01,11.42,32.72,0.0,,,120.0,Moderate
Jaipur,2019-10-23,42.04,42.59,11.84,28.99,28.94,6.81,0.5,11.61,13.82,0.66,12.51,,89.0,Satisfactory
Shillong,2017-12-15,54.7,72.76,1.28,1.8,1.58,0.19,0.22,6.57,20.41,0.32,0.63,,109.0,Moderate
Lucknow,2017-08-04,49.75,,27.39,55.19,4.28,,5.48,3.95,56.43,1.44,1.81,,109.0,Moderate
Jaipur,2020-03-18,52.67,114.27,9.55,9.11,,7.25,1.13,9.39,2.47,0.0,0.14,,116.0,Moderate
Bengaluru,2019-07-01,28.27,76.68,2.92,14.8,12.14,1.68,0.46,4.1,13.42,0.0,0.13,,87.0,Satisfactory
Kolkata,2018-03-11,26.23,48.8,3.06,32.25,43.89,4.26,0.71,15.84,46.3,3.69,12.19,,63.0,Satisfactory
Gurugram,2018-09-12,62.67,118.23,11.42,33.99,27.79,,0.82,12.22,64.42,6.02,2.37,1.95,123.0,Moderate
Chennai,2019-09-09,33.22,70.76,6.72,13.38,22.43,11.77,0.96,7.97,27.14,0.06,0.0,,83.0,Satisfactory
Visakhapatnam,2020-04-09,68.74,113.64,7.61,41.2,29.6,12.81,0.62,10.71,35.44,5.1,10.1,2.25,108.0,Moderate
Hyderabad,2020-01-13,55.36,84.77,8.17,34.74,12.81,14.94,0.18,10.67,44.81,0.04,0.57,0.09,101.0,Moderate
Kolkata,2018-07-08,50.7,103.16,10.28,50.31,54.63,23.95,0.62,8.71,34.85,20.47,23.56,4.91,98.0,Satisfactory
Kolkata,2019-12-06,14.44,42.66,10.74,25.72,36.09,7.5,0.67,6.93,22.95,7.74,13.02,4.44,100.0,Satisfactory
Bengaluru,2020-02-15,52.7,130.63,10.59,44.49,36.45,26.51,0.97,11.65,36.31,0.56,1.29,,98.0,Satisfactory
Kolkata,2019-10-16,81.74,114.21,12.3,43.96,57.47,25.82,0.67,11.34,38.36,14.44,29.31,4.22,156.0,Moderate
Lucknow,2020-04-09,20.47,,2.73,14.61,14.98,30.38,1.23,7.45,33.43,24.44,10.95,,66.0,Satisfactory
Bengaluru,2019-10-06,23.7,45.0,10.09,35.51,24.17,11.54,0.97,4.29,43.86,2.39,4.99,,59.0,Satisfactory
Delhi,2018-09-20,182.59,229.77,78.8,50.99,103.45,33.91,4.22,14.75,36.1,43.72,82.99,11.14,367.0,Very Poor
Amaravati,2018-11-22,71.26,110.43,4.74,33.46,31.69,7.08,1.27,14.49,25.15,0.08,0.39,0.19,167.0,Moderate
Amaravati,2017-08-05,16.66,61.54,6.45,79.21,22.48,,1.17,15.51,13.32,0.07,0.17,0.1,52.0,Satisfactory
Thiruvananthapuram,2019-06-02,17.41,36.23,1.38,4.67,3.73,4.39,1.37,5.59,36.75,,,,53.0,Satisfactory
Visakhapatnam,2019-04-10,50.45,119.26,37.97,48.15,43.6,4.78,1.34,18.7,35.87,3.49,5.46,0.91,117.0,Moderate
Amaravati,2019-12-04,28.76,69.99,3.55,15.98,11.58,11.65,0.48,8.36,37.44,0.07,3.79,1.17,87.0,Satisfactory
Amritsar,2020-05-20,23.72,73.68,12.48,8.06,19.33,7.99,0.75,3.1,36.41,1.4,1.62,9.26,72.0,Satisfactory
Thiruvananthapuram,2020-03-23,21.07,33.42,3.29,14.27,10.92,17.17,0.99,8.7,31.51,,,,71.0,Satisfactory
Hyderabad,2019-11-21,40.19,84.28,2.78,27.32,16.97,6.37,0.68,7.05,23.04,1.25,6.05,0.74,81.0,Satisfactory
Lucknow,2017-05-23,223.27,,35.29,89.57,82.64,36.67,1.68,13.28,36.78,3.66,4.35,,377.0,Very Poor
Hyderabad,2018-06-07,11.42,27.97,4.38,12.67,13.54,0.01,0.48,7.48,40.07,0.14,1.52,0.08,89.0,Satisfactory
Gurugram,2017-03-10,80.42,,8.63,13.24,,,9.79,1.0,28.06,,,,233.0,Poor
Gurugram,2016-07-08,35.02,,1.91,5.59,4.99,,0.36,2.37,20.86,,,,286.0,Poor
Patna,2016-04-09,116.43,,33.96,31.94,47.34,,1.24,10.47,45.77,0.18,0.64,0.42,202.0,Poor
Hyderabad,2016-07-09,78.02,,36.65,51.29,32.88,,0.19,10.8,8.2,0.1,0.96,0.46,214.0,Poor
Jorapokhar,2020-05-08,70.2,111.46,9.2,9.11,,6.94,0.0,13.33,37.7,,,,122.0,Moderate
Jorapokhar,2018-06-26,,79.15,7.42,7.72,,5.05,0.54,52.04,19.42,,,,117.0,Moderate
Lucknow,2016-04-08,39.11,,5.33,17.87,2.21,,1.01,5.38,23.76,,,,217.0,Poor
Guwahati,2020-03-15,17.62,34.0,2.83,5.68,12.98,3.26,0.56,12.95,19.2,0.4,,,43.0,Good
Talcher,2019-02-06,123.46,263.06,7.44,3.01,3.72,,2.36,24.55,15.57,0.0,,,252.0,Poor
Chennai,2015-08-22,41.3,,7.88,12.12,13.2,,0.85,13.5,41.54,4.72,6.75,,88.0,Satisfactory
Talcher,2019-10-09,18.79,48.5,39.86,1.98,55.82,,1.38,14.66,15.06,,,,92.0,Satisfactory
Delhi,2018-06-12,94.0,206.0,22.26,44.89,47.48,24.24,1.36,26.09,40.06,3.57,6.09,,242.0,Poor
Ahmedabad,2017-11-19,44.51,,12.95,76.95,59.91,,10.02,53.32,23.98,5.02,32.3,7.08,,
Patna,2016-08-19,35.51,,49.53,28.01,67.96,,1.77,10.35,,0.56,1.01,1.5,97.0,Satisfactory
Hyderabad,2016-08-21,159.55,,16.6,48.69,56.47,,0.97,14.4,3.6,1.14,30.05,3.15,289.0,Poor
Brajrajnagar,2019-05-18,103.24,344.73,8.89,7.01,9.61,,1.57,2.11,21.19,1.65,,,263.0,Poor
Kolkata,2018-08-28,15.48,33.0,9.34,18.5,25.88,24.58,1.21,1.37,22.06,2.55,14.55,,49.0,Good
Chennai,2019-10-23,70.36,,8.52,10.75,14.08,11.5,0.9,5.14,27.67,0.2,0.15,,153.0,Moderate
Brajrajnagar,2019-01-17,98.38,186.53,11.12,16.9,30.11,6.78,0.74,13.25,9.33,0.99,,,241.0,Poor
Lucknow,2017-04-24,150.26,,14.42,33.83,,,1.7,6.94,28.41,1.79,38.68,,315.0,Very Poor
Chennai,2015-06-29,38.08,,9.87,23.8,20.56,74.74,0.89,8.11,33.37,0.22,0.1,,179.0,Moderate
Amritsar,2016-01-16,29.36,52.84,10.53,15.76,,16.91,0.66,2.03,29.83,,,,71.0,Satisfactory
Chennai,2018-09-18,37.92,,9.27,12.59,16.27,23.46,1.01,3.65,15.8,0.05,0.0,,69.0,Satisfactory
Shillong,2019-12-12,22.18,23.15,0.98,1.18,0.53,12.7,0.17,4.87,39.33,0.26,0.11,,44.0,Good
Amaravati,2020-04-05,,,,,,,,,,,,,,
Jorapokhar,2018-03-13,,,,,,,,,,,,,,
Ahmedabad,2017-07-21,82.17,,7.3,7.23,28.07,,5.75,37.87,43.33,4.7,11.25,1.09,208.0,Poor
Patna,2016-11-17,214.4,,99.1,34.94,70.46,,2.46,3.69,41.44,0.28,0.78,0.58,366.0,Very Poor
Ahmedabad,2018-05-23,33.11,,35.34,42.21,25.91,,27.14,33.36,,4.23,32.35,6.9,460.0,Severe
Gurugram,2016-12-04,221.37,,16.65,32.01,31.28,,1.46,4.58,45.13,2.08,11.41,,384.0,Very Poor
Lucknow,2018-07-26,67.83,,10.79,34.63,27.15,34.28,0.95,8.39,27.43,0.26,0.19,,152.0,Moderate
Brajrajnagar,2019-04-10,65.64,116.16,4.8,13.31,14.37,6.24,2.47,12.87,8.4,1.25,,,99.0,Satisfactory
Lucknow,2020-01-12,94.29,,11.15,31.42,24.69,62.75,1.13,6.16,50.48,0.29,0.94,,191.0,Moderate
Bengaluru,2017-07-12,12.08,50.0,13.18,26.63,0.0,19.29,1.0,3.44,37.16,0.68,0.26,,70.0,Satisfactory
Bengaluru,2017-06-18,37.16,80.07,5.51,16.44,16.0,79.78,0.56,2.95,14.24,1.9,2.0,,95.0,Satisfactory
Amaravati,2019-04-06,41.52,67.52,3.89,19.34,14.91,17.29,0.63,38.92,33.37,0.37,4.05,0.14,101.0,Moderate
Amaravati,2019-10-06,21.27,39.76,2.42,13.31,10.86,2.54,0.72,15.02,39.53,0.0,0.02,,87.0,Satisfactory
Amaravati,2020-04-21,11.28,24.85,2.05,8.9,8.52,12.0,0.51,23.25,57.17,0.16,1.88,0.16,51.0,Satisfactory
Coimbatore,2019-06-29,41.66,58.19,16.83,24.04,46.35,12.05,1.0,5.39,36.55,0.0,0.0,,51.0,Satisfactory
Thiruvananthapuram,2019-09-05,16.6,52.26,14.31,13.61,23.2,11.04,1.08,10.77,16.42,,,,91.0,Satisfactory
Bengaluru,2019-02-28,48.39,74.5,7.43,33.55,33.34,12.48,1.18,5.54,28.88,1.07,2.77,,96.0,Satisfactory
Bengaluru,2016-07-16,18.99,46.24,6.97,23.14,27.2,12.09,0.83,13.29,37.06,0.27,1.39,,63.0,Satisfactory
Amritsar,2020-02-16,33.27,152.02,45.35,28.84,47.81,31.04,0.91,10.65,11.04,7.81,6.71,9.81,126.0,Moderate
Delhi,2016-12-25,236.97,394.76,103.61,63.12,114.48,51.47,2.07,17.23,48.44,1.77,21.67,,461.0,Severe
Bengaluru,2018-06-23,22.13,53.89,3.8,16.01,17.68,80.09,0.73,10.02,32.81,0.51,1.56,,69.0,Satisfactory
Amritsar,2019-09-25,25.38,35.96,22.0,5.96,31.72,11.97,0.06,7.58,19.1,15.99,2.54,5.64,72.0,Satisfactory
Visakhapatnam,2020-01-05,52.67,80.78,12.25,31.57,24.24,12.52,20.03,142.66,21.53,12.34,23.94,6.07,116.0,Moderate
Hyderabad,2020-05-17,10.16,27.35,5.23,12.77,13.39,9.19,0.38,4.41,40.02,0.63,7.2,0.1,83.0,Satisfactory
Lucknow,2019-11-20,237.72,,61.63,57.31,91.24,29.49,0.61,11.53,22.57,0.05,0.02,,350.0,Very Poor
Amaravati,2019-03-17,31.88,105.25,1.28,3.65,3.26,6.1,0.95,20.33,32.04,0.09,0.0,0.1,99.0,Satisfactory
Chandigarh,2020-01-25,13.35,59.32,18.81,20.41,19.0,47.67,0.88,14.25,27.51,1.18,0.06,1.05,55.0,Satisfactory
Mumbai,2015-03-14,,,,,95.78,,0.0,,,0.0,0.0,0.0,,
Mumbai,2016-07-28,,,,,53.37,,1.61,,,0.0,0.0,0.0,,
Hyderabad,2019-04-17,30.3,61.42,2.67,10.77,9.07,5.82,0.31,6.18,19.85,0.48,4.14,0.75,82.0,Satisfactory
Kolkata,2018-08-29,23.78,54.73,22.04,28.44,59.24,16.47,0.46,4.41,18.92,13.89,9.09,2.55,74.0,Satisfactory
Ahmedabad,2018-06-27,83.4,,21.06,98.24,52.15,,14.35,102.21,48.73,9.4,40.79,2.13,379.0,Very Poor
Visakhapatnam,2019-01-19,100.89,199.24,14.46,67.61,53.71,30.09,1.1,14.31,37.25,6.23,11.67,4.46,198.0,Moderate
Thiruvananthapuram,2018-07-26,30.66,62.13,3.88,9.23,4.22,13.92,0.97,4.78,23.49,,,,77.0,Satisfactory
Mumbai,2015-09-10,,,,,26.22,,0.0,,,0.0,0.0,0.0,,
Gurugram,2016-02-05,63.92,,2.95,4.97,8.81,,0.49,1.89,13.33,,,,,
Bengaluru,2015-02-09,,,16.38,25.3,26.36,22.76,1.0,9.49,46.4,0.14,0.16,,,
Gurugram,2016-07-11,72.65,,2.55,8.11,7.77,,0.41,6.23,19.55,,,,,
Talcher,2018-11-22,52.73,0.01,68.71,2.21,111.11,6.94,2.67,9.46,23.29,,,,,
Gurugram,2017-03-27,427.28,,5.41,16.9,,,0.94,4.21,6.89,,,,320.0,Very Poor
Chennai,2016-02-05,82.35,,12.57,15.96,14.22,57.68,0.8,7.74,1.11,,,,136.0,Moderate
Jorapokhar,2019-11-02,,86.4,11.6,10.32,,9.26,0.36,24.34,32.41,,,,155.0,Moderate
Bengaluru,2016-09-05,21.59,,2.66,9.61,11.99,,1.12,2.45,18.61,,2.3,,189.0,Moderate
Amritsar,2020-06-05,21.88,66.02,9.57,8.02,18.82,8.4,0.48,28.43,8.72,1.5,1.31,2.0,,
Patna,2019-09-01,35.02,,30.72,54.74,27.65,,0.89,45.29,69.37,1.37,9.92,4.31,137.0,Moderate
Guwahati,2018-05-25,101.21,98.5,78.87,32.14,110.25,34.42,1.54,18.47,41.78,2.2,,,291.0,Poor
Amritsar,2019-12-06,,0.24,,12.47,,6.53,0.0,9.1,19.55,0.2,,,92.0,Satisfactory
Talcher,2018-11-13,118.22,320.46,22.21,14.68,25.3,6.57,2.14,27.92,14.01,0.0,,,291.0,Poor
Guwahati,2020-03-31,11.9,42.18,1.84,9.33,5.83,6.69,0.42,12.85,15.69,0.0,,,39.0,Good
Gurugram,2018-12-16,117.7,,11.27,14.73,12.63,,1.57,9.22,41.4,15.6,,,340.0,Very Poor
Jaipur,2019-07-11,52.7,103.95,9.72,17.06,25.13,14.04,0.5,12.74,45.36,0.33,2.58,,113.0,Moderate
Brajrajnagar,2017-12-13,68.74,114.68,4.89,9.93,17.99,13.4,2.75,12.84,23.94,0.0,,,105.0,Moderate
Gurugram,2015-11-29,319.64,,5.91,10.13,,,,5.17,30.54,2.16,25.0,,374.0,Very Poor
Amaravati,2018-07-27,20.33,36.4,1.58,10.77,8.87,11.74,0.54,4.92,36.61,,,,92.0,Satisfactory
Jaipur,2018-03-02,32.3,85.46,11.58,25.06,28.67,32.64,1.09,11.65,40.07,1.36,9.43,,107.0,Moderate
Mumbai,2019-11-18,55.83,111.66,90.91,10.6,74.62,14.37,0.89,12.72,18.02,4.68,,,156.0,Moderate
Gurugram,2017-03-03,83.8,,13.34,21.42,,,3.77,2.99,10.77,2.01,6.0,,,
Jorapokhar,2018-07-19,26.38,29.94,8.74,9.52,,7.79,0.0,25.51,21.39,,,,,
Kolkata,2018-02-26,122.2,237.39,60.83,65.78,109.2,12.53,1.46,24.73,27.74,11.37,20.86,,265.0,Poor
Bengaluru,2015-07-18,27.74,,6.97,19.03,16.29,10.32,3.92,3.18,29.0,,0.88,,100.0,Satisfactory
Bengaluru,2017-03-16,48.26,87.51,20.53,41.36,47.9,14.88,0.91,4.61,19.37,0.88,0.93,,135.0,Moderate
Lucknow,2016-05-06,46.89,,10.04,11.84,2.26,,2.51,10.31,42.7,0.19,0.21,,116.0,Moderate
Guwahati,2019-02-08,135.45,142.16,190.88,19.61,153.76,35.02,1.48,11.71,15.09,3.52,,,220.0,Poor
Lucknow,2016-11-13,78.71,,12.74,25.15,,,1.61,8.77,37.33,2.29,4.77,,350.0,Very Poor
Lucknow,2015-05-03,15.83,,3.39,13.05,4.18,,1.48,7.67,30.09,0.11,0.36,,139.0,Moderate
Hyderabad,2015-08-08,41.42,,8.44,9.33,18.54,,0.46,7.01,6.66,0.48,2.01,0.54,125.0,Moderate
Gurugram,2020-01-08,116.66,429.06,64.02,40.34,127.33,,1.48,8.35,35.86,2.0,6.0,,359.0,Very Poor
Ahmedabad,2015-03-17,74.5,,14.93,22.44,29.91,,7.49,2.86,24.18,0.38,3.12,0.32,230.0,Poor
Delhi,2015-08-14,91.43,255.32,43.72,46.88,65.14,49.34,1.37,16.07,49.42,4.43,30.85,0.96,203.0,Poor
Bengaluru,2020-04-03,20.89,41.65,4.97,12.99,18.03,10.45,0.7,6.32,38.35,93.52,,,55.0,Satisfactory
Ahmedabad,2017-09-28,65.9,,15.26,11.3,28.14,,23.89,45.19,10.8,4.35,26.01,0.65,103.0,Moderate
Delhi,2019-04-09,152.27,325.05,56.23,45.66,97.38,24.24,1.92,16.55,56.52,3.39,70.04,0.57,285.0,Poor
Amritsar,2019-04-18,45.3,70.62,5.93,7.07,13.44,6.27,0.4,6.17,49.96,1.52,2.21,4.06,92.0,Satisfactory
Ahmedabad,2018-04-25,113.01,,22.21,87.59,63.51,,18.83,35.05,62.6,6.3,70.04,1.42,1275.0,Severe
Mumbai,2020-04-17,19.81,43.87,12.55,7.12,16.28,5.27,0.59,17.58,1.25,1.15,,,63.0,Satisfactory
Lucknow,2019-07-08,24.35,,7.84,7.98,6.2,,1.19,5.33,5.41,27.24,7.18,,72.0,Satisfactory
Bengaluru,2019-03-03,21.34,54.38,18.87,29.36,36.09,50.88,0.83,5.66,23.58,0.67,1.77,,66.0,Satisfactory
Coimbatore,2020-05-01,15.88,31.69,10.72,7.94,22.28,8.92,1.58,13.21,47.68,5.52,10.64,,65.0,Satisfactory
Bengaluru,2016-05-14,29.59,76.48,6.01,16.59,23.98,14.22,0.65,10.97,27.69,0.03,3.33,,71.0,Satisfactory
Ahmedabad,2019-12-07,12.14,,29.36,98.98,84.49,,45.47,160.51,36.78,4.05,32.39,7.06,686.0,Severe
Amaravati,2019-09-22,17.78,28.45,4.45,8.53,5.94,4.04,0.98,6.12,30.04,0.02,0.01,0.1,58.0,Satisfactory
Amritsar,2018-08-09,29.84,73.31,28.05,16.59,25.43,15.17,0.97,6.79,32.74,3.59,2.07,2.0,97.0,Satisfactory
Visakhapatnam,2019-12-14,72.26,120.3,25.88,42.92,69.8,12.71,1.27,17.65,41.69,6.35,10.05,8.66,191.0,Moderate
Amritsar,2019-01-08,35.32,85.25,64.57,10.0,50.96,8.15,1.04,13.7,10.57,7.03,4.58,2.04,157.0,Moderate
Visakhapatnam,2019-08-18,13.65,54.35,21.87,22.78,27.78,11.34,0.51,15.5,31.3,5.57,11.98,1.42,70.0,Satisfactory
Lucknow,2018-12-05,177.92,,10.74,54.42,38.37,57.28,1.14,7.15,36.26,0.1,0.78,,313.0,Very Poor
Amaravati,2019-08-21,16.51,40.29,1.91,11.22,8.58,2.39,0.52,9.96,17.14,0.01,0.3,0.12,58.0,Satisfactory
Lucknow,2018-12-24,95.93,,15.97,57.13,27.84,62.56,1.07,10.05,39.55,0.04,0.11,,322.0,Very Poor
Gurugram,2016-09-05,90.54,,8.69,6.62,5.27,,0.31,4.75,15.25,,,,289.0,Poor
Bengaluru,2017-06-11,14.49,51.9,1.12,31.5,0.0,26.39,0.52,7.13,19.37,,1.44,,49.0,Good
Gurugram,2018-12-19,228.38,,30.57,45.61,35.7,,0.9,9.5,72.06,0.0,0.0,,371.0,Very Poor
Gurugram,2018-05-08,63.29,315.09,48.97,22.75,57.85,,1.59,3.92,24.09,,,,165.0,Moderate
Chennai,2016-10-26,71.13,,5.55,21.04,12.2,,0.47,6.97,15.34,0.07,0.44,,165.0,Moderate
Bhopal,2019-01-10,117.59,236.8,27.93,58.45,71.36,19.93,1.08,9.83,19.02,,,,231.0,Poor
Jorapokhar,2018-06-22,71.73,162.38,23.67,10.95,,5.36,,20.54,26.35,,,,119.0,Moderate
Bengaluru,2015-08-17,59.36,,6.82,20.79,17.67,37.03,3.64,2.87,22.22,,1.35,,197.0,Moderate
Bhopal,2020-04-20,66.03,106.72,30.52,54.38,88.21,17.94,1.03,8.55,27.5,,,,125.0,Moderate
Chandigarh,2018-04-27,10.72,25.28,1.46,12.26,11.34,7.4,0.58,12.08,20.53,4.95,1.04,1.27,76.0,Satisfactory
Thiruvananthapuram,2019-09-28,32.72,73.77,8.54,19.31,14.83,3.61,1.29,4.47,27.75,,,,61.0,Satisfactory
Kolkata,2018-12-14,184.85,286.58,165.37,81.84,179.3,39.13,1.29,3.33,28.13,8.27,18.12,,319.0,Very Poor
Thiruvananthapuram,2020-01-28,53.96,82.27,1.89,9.68,8.12,22.59,1.93,6.14,53.02,,,,83.0,Satisfactory
Amritsar,2019-06-22,27.42,77.62,10.46,9.11,12.32,7.05,0.54,19.02,0.46,1.45,1.87,7.27,78.0,Satisfactory
Chennai,2018-11-04,57.42,94.96,12.25,17.04,31.12,,0.75,11.73,66.76,0.0,0.25,,102.0,Moderate
Chennai,2016-08-17,36.83,,12.05,13.82,14.0,59.47,0.97,4.64,6.84,1.22,3.4,,75.0,Satisfactory
Chennai,2017-04-08,56.17,,1.22,9.27,8.88,,0.07,10.36,65.01,0.12,0.06,,103.0,Moderate
Gurugram,2018-09-04,20.82,,5.12,8.22,10.74,,1.0,12.1,11.59,0.0,0.0,,70.0,Satisfactory
Mumbai,2020-01-01,65.29,145.96,27.54,28.61,56.35,17.73,0.94,14.76,27.82,3.97,,,103.0,Moderate
Lucknow,2018-06-05,70.47,,11.05,33.91,21.04,26.06,0.68,8.27,42.12,0.3,0.03,,218.0,Poor
Brajrajnagar,2017-12-18,81.4,187.17,15.74,12.01,21.35,9.01,1.88,7.12,8.83,0.0,,,270.0,Poor
Chennai,2019-05-15,65.35,,7.38,9.38,14.55,26.35,0.74,3.07,23.27,0.07,1.38,,138.0,Moderate
Mumbai,2020-03-15,13.33,64.22,28.35,16.98,42.93,28.99,0.99,6.94,24.04,4.65,,,53.0,Satisfactory
Ahmedabad,2019-10-02,99.6,,37.36,25.76,31.25,,29.79,62.22,34.7,6.3,80.04,1.46,1295.0,Severe
